task,split_mode,missingness_name,missingness_mechanism,missingness_scope,method,rac1p_equalized_odds_diff,sex_equalized_odds_diff,rac1p_x_sex_equalized_odds_diff
ACSIncome,temporal,mcar_20_train_prediction,mcar,train_and_prediction,reweighing,0.5158670450027558,0.04425334733376134,0.5921958733543936
ACSIncome,temporal,mcar_40_train_prediction,mcar,train_and_prediction,reweighing,0.5297412889568959,0.05711798396613729,0.6189932654806907
ACSIncome,temporal,mcar_50_train_prediction,mcar,train_and_prediction,reweighing,0.5074856694171522,0.06406089902542983,0.5975888800200813
ACSIncome,temporal,mcar_60_train_prediction,mcar,train_and_prediction,reweighing,0.5116780615453501,0.06957862968674514,0.6213626291371427
ACSIncome,temporal,mcar_80_train_prediction,mcar,train_and_prediction,reweighing,0.5050258457953507,0.07928818838934658,0.6027842575178248
ACSIncome,temporal,mnar_10_train_prediction,mnar,train_and_prediction,reweighing,0.5103990684156484,0.03612781162670587,0.5862581566648931
ACSIncome,temporal,mnar_20_train_prediction,mnar,train_and_prediction,reweighing,0.5147482843200885,0.040431940443754436,0.5984404471014072
ACSIncome,temporal,mnar_50_train_prediction,mnar,train_and_prediction,reweighing,0.5140493398050182,0.05252624299669707,0.601920971589844
ACSIncome,temporal,none_observed,mcar,train_and_prediction,reweighing,0.5065246587244663,0.030725505976566907,0.6071934345221716
ACSIncome,temporal,full,mcar,train_and_prediction,threshold_optimizer_eo,0.30046556933562146,0.016261779242500267,0.49596643553514014
ACSIncome,temporal,mcar_10_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.2579510160188796,0.012404564729951906,0.4081982225692702
ACSIncome,temporal,mcar_20_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.23819277228916752,0.015177615228359188,0.37469086059856466
ACSIncome,temporal,mcar_40_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.2911529617108232,0.013706423109733402,0.4371847335975776
ACSIncome,temporal,mcar_50_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.24004196744307996,0.014353916049912574,0.4417300183691901
ACSIncome,temporal,mcar_60_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.2619653001935859,0.014926360355404001,0.49048128741445574
ACSIncome,temporal,mcar_80_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.32210167752943986,0.016530353061440333,0.5082130805353283
ACSIncome,temporal,mnar_10_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.3450667974629942,0.017629180508272814,0.48171064777468847
ACSIncome,temporal,mnar_20_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.28616919659944656,0.01963937866223683,0.45689416025426277
ACSIncome,temporal,mnar_50_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.2170747203830505,0.013231479139504862,0.3785225445399419
ACSIncome,temporal,none_observed,mcar,train_and_prediction,threshold_optimizer_eo,0.4526304466130852,0.017833370246811826,0.5820823145919878
ACSMobility,geographic,full,mcar,train_and_prediction,erm,0.11752174533317725,0.016393180625910154,0.1562685082035616
ACSMobility,geographic,mcar_10_train_prediction,mcar,train_and_prediction,erm,0.11752174533317725,0.016393180625910154,0.1562685082035616
ACSMobility,geographic,mcar_20_train_prediction,mcar,train_and_prediction,erm,0.11752174533317725,0.016393180625910154,0.1562685082035616
ACSMobility,geographic,mcar_40_train_prediction,mcar,train_and_prediction,erm,0.11752174533317725,0.016393180625910154,0.1562685082035616
ACSMobility,geographic,mcar_50_train_prediction,mcar,train_and_prediction,erm,0.11752174533317725,0.016393180625910154,0.1562685082035616
ACSMobility,geographic,mcar_60_train_prediction,mcar,train_and_prediction,erm,0.11752174533317725,0.016393180625910154,0.1562685082035616
ACSMobility,geographic,mcar_80_train_prediction,mcar,train_and_prediction,erm,0.11752174533317725,0.016393180625910154,0.1562685082035616
ACSMobility,geographic,mnar_10_train_prediction,mnar,train_and_prediction,erm,0.11752174533317725,0.016393180625910154,0.1562685082035616
ACSMobility,geographic,mnar_20_train_prediction,mnar,train_and_prediction,erm,0.11752174533317725,0.016393180625910154,0.1562685082035616
ACSMobility,geographic,mnar_50_train_prediction,mnar,train_and_prediction,erm,0.11752174533317725,0.016393180625910154,0.1562685082035616
ACSMobility,geographic,none_observed,mcar,train_and_prediction,erm,0.11752174533317725,0.016393180625910154,0.1562685082035616
ACSMobility,geographic,full,mcar,train_and_prediction,feature_mixing,0.1648367968557484,0.02581056779083487,0.21074932967175936
ACSMobility,geographic,mcar_10_train_prediction,mcar,train_and_prediction,feature_mixing,0.1648367968557484,0.02581056779083487,0.21074932967175936
ACSMobility,geographic,mcar_20_train_prediction,mcar,train_and_prediction,feature_mixing,0.1648367968557484,0.02581056779083487,0.21074932967175936
ACSMobility,geographic,mcar_40_train_prediction,mcar,train_and_prediction,feature_mixing,0.1648367968557484,0.02581056779083487,0.21074932967175936
ACSMobility,geographic,mcar_50_train_prediction,mcar,train_and_prediction,feature_mixing,0.1648367968557484,0.02581056779083487,0.21074932967175936
ACSMobility,geographic,mcar_60_train_prediction,mcar,train_and_prediction,feature_mixing,0.1648367968557484,0.02581056779083487,0.21074932967175936
ACSMobility,geographic,mcar_80_train_prediction,mcar,train_and_prediction,feature_mixing,0.1648367968557484,0.02581056779083487,0.21074932967175936
ACSMobility,geographic,mnar_10_train_prediction,mnar,train_and_prediction,feature_mixing,0.1648367968557484,0.02581056779083487,0.21074932967175936
ACSMobility,geographic,mnar_20_train_prediction,mnar,train_and_prediction,feature_mixing,0.1648367968557484,0.02581056779083487,0.21074932967175936
ACSMobility,geographic,mnar_50_train_prediction,mnar,train_and_prediction,feature_mixing,0.1648367968557484,0.02581056779083487,0.21074932967175936
ACSMobility,geographic,none_observed,mcar,train_and_prediction,feature_mixing,0.1648367968557484,0.02581056779083487,0.21074932967175936
ACSMobility,geographic,full,mcar,train_and_prediction,protected_group_mixing,0.15442642306964416,0.026531571986218458,0.20074381122635865
ACSMobility,geographic,mcar_10_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.13670306556917575,0.021160999217514256,0.17470595369302144
ACSMobility,geographic,mcar_20_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.13461437238743337,0.023020805247166275,0.17684139316034936
ACSMobility,geographic,mcar_40_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.15002878824336716,0.02481715545959386,0.18837579692168674
ACSMobility,geographic,mcar_50_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.14208858977829597,0.023882189839560065,0.18538458937300792
ACSMobility,geographic,mcar_60_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.14371133668387787,0.02407219872560719,0.1838606358620373
ACSMobility,geographic,mcar_80_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.14954096808505957,0.025779500928946205,0.18695833836564854
ACSMobility,geographic,mnar_10_train_prediction,mnar,train_and_prediction,protected_group_mixing,0.12332689319969854,0.021441211323640064,0.1635287482533882
ACSMobility,geographic,mnar_20_train_prediction,mnar,train_and_prediction,protected_group_mixing,0.13618194538329947,0.021602272492464814,0.16766104296422646
ACSMobility,geographic,mnar_50_train_prediction,mnar,train_and_prediction,protected_group_mixing,0.13510116839011285,0.024043790455311888,0.1764712112943949
ACSMobility,geographic,none_observed,mcar,train_and_prediction,protected_group_mixing,0.11752174533317725,0.016393180625910154,0.1562685082035616
ACSMobility,geographic,full,mcar,train_and_prediction,reweighing,0.11421329697446131,0.01735947872802977,0.15023284540384452
ACSMobility,geographic,mcar_10_train_prediction,mcar,train_and_prediction,reweighing,0.1176014412247906,0.016907134586375838,0.15753451953099332
ACSMobility,geographic,mcar_20_train_prediction,mcar,train_and_prediction,reweighing,0.1192762286178816,0.016311420200872225,0.15585070404137552
ACSMobility,geographic,mcar_40_train_prediction,mcar,train_and_prediction,reweighing,0.1237370515624593,0.016398626397689107,0.1578998984717848
ACSMobility,geographic,mcar_50_train_prediction,mcar,train_and_prediction,reweighing,0.12264752945529488,0.016625294324321572,0.1627493907213278
ACSMobility,geographic,mcar_60_train_prediction,mcar,train_and_prediction,reweighing,0.11523019372309164,0.01698077910373173,0.15374088455744256
ACSMobility,geographic,mcar_80_train_prediction,mcar,train_and_prediction,reweighing,0.11807179160040611,0.017750146625084173,0.15683276104943378
ACSMobility,geographic,mnar_10_train_prediction,mnar,train_and_prediction,reweighing,0.11567233669817092,0.015727138131873215,0.1578852883133936
ACSMobility,geographic,mnar_20_train_prediction,mnar,train_and_prediction,reweighing,0.11973806324005642,0.016836245988587212,0.16118135577334636
ACSMobility,geographic,mnar_50_train_prediction,mnar,train_and_prediction,reweighing,0.12348777097379678,0.01668584498362961,0.15942093285284917
ACSMobility,geographic,none_observed,mcar,train_and_prediction,reweighing,0.11752174533317725,0.016393180625910154,0.1562685082035616
ACSMobility,geographic,full,mcar,train_and_prediction,threshold_optimizer_eo,0.23759925831497378,0.023285873799099206,0.31213387040973417
ACSMobility,geographic,mcar_10_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.18430639312596944,0.019794216600696385,0.23905228467927175
ACSMobility,geographic,mcar_20_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.18712401335419498,0.01820728737198199,0.22154684950387846
ACSMobility,geographic,mcar_40_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.20560112388584256,0.02130309724054126,0.28209092354239146
ACSMobility,geographic,mcar_50_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.196124045073609,0.021820749767383577,0.26094162712784763
ACSMobility,geographic,mcar_60_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.21194267313416026,0.0223499056450051,0.27362877298707555
ACSMobility,geographic,mcar_80_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.2315071200025783,0.022453428908045338,0.2941311677902797
ACSMobility,geographic,mnar_10_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.20617723494583332,0.022987644997306378,0.260512956296247
ACSMobility,geographic,mnar_20_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.17906707823281842,0.020984002695205457,0.2285990481964038
ACSMobility,geographic,mnar_50_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.18340373252441008,0.018996524126561182,0.22376534395607858
ACSMobility,geographic,none_observed,mcar,train_and_prediction,threshold_optimizer_eo,0.3138590063617785,0.029028085908897217,0.38886520839283184
ACSMobility,temporal,full,mcar,train_and_prediction,erm,0.10795383728819233,0.009835884748663834,0.1809576805977007
ACSMobility,temporal,mcar_10_train_prediction,mcar,train_and_prediction,erm,0.10795383728819233,0.009835884748663834,0.1809576805977007
ACSMobility,temporal,mcar_20_train_prediction,mcar,train_and_prediction,erm,0.10795383728819233,0.009835884748663834,0.1809576805977007
ACSMobility,temporal,mcar_40_train_prediction,mcar,train_and_prediction,erm,0.10795383728819233,0.009835884748663834,0.1809576805977007
ACSMobility,temporal,mcar_50_train_prediction,mcar,train_and_prediction,erm,0.10795383728819233,0.009835884748663834,0.1809576805977007
ACSMobility,temporal,mcar_60_train_prediction,mcar,train_and_prediction,erm,0.10795383728819233,0.009835884748663834,0.1809576805977007
ACSMobility,temporal,mcar_80_train_prediction,mcar,train_and_prediction,erm,0.10795383728819233,0.009835884748663834,0.1809576805977007
ACSMobility,temporal,mnar_10_train_prediction,mnar,train_and_prediction,erm,0.10795383728819233,0.009835884748663834,0.1809576805977007
ACSMobility,temporal,mnar_20_train_prediction,mnar,train_and_prediction,erm,0.10795383728819233,0.009835884748663834,0.1809576805977007
ACSMobility,temporal,mnar_50_train_prediction,mnar,train_and_prediction,erm,0.10795383728819233,0.009835884748663834,0.1809576805977007
ACSMobility,temporal,none_observed,mcar,train_and_prediction,erm,0.10795383728819233,0.009835884748663834,0.1809576805977007
ACSMobility,temporal,full,mcar,train_and_prediction,feature_mixing,0.12632573586785237,0.012808433532295885,0.18906491746939505
ACSMobility,temporal,mcar_10_train_prediction,mcar,train_and_prediction,feature_mixing,0.12632573586785237,0.012808433532295885,0.18906491746939505
ACSMobility,temporal,mcar_20_train_prediction,mcar,train_and_prediction,feature_mixing,0.12632573586785237,0.012808433532295885,0.18906491746939505
ACSMobility,temporal,mcar_40_train_prediction,mcar,train_and_prediction,feature_mixing,0.12632573586785237,0.012808433532295885,0.18906491746939505
ACSMobility,temporal,mcar_50_train_prediction,mcar,train_and_prediction,feature_mixing,0.12632573586785237,0.012808433532295885,0.18906491746939505
ACSMobility,temporal,mcar_60_train_prediction,mcar,train_and_prediction,feature_mixing,0.12632573586785237,0.012808433532295885,0.18906491746939505
ACSMobility,temporal,mcar_80_train_prediction,mcar,train_and_prediction,feature_mixing,0.12632573586785237,0.012808433532295885,0.18906491746939505
ACSMobility,temporal,mnar_10_train_prediction,mnar,train_and_prediction,feature_mixing,0.12632573586785237,0.012808433532295885,0.18906491746939505
ACSMobility,temporal,mnar_20_train_prediction,mnar,train_and_prediction,feature_mixing,0.12632573586785237,0.012808433532295885,0.18906491746939505
ACSMobility,temporal,mnar_50_train_prediction,mnar,train_and_prediction,feature_mixing,0.12632573586785237,0.012808433532295885,0.18906491746939505
ACSMobility,temporal,none_observed,mcar,train_and_prediction,feature_mixing,0.12632573586785237,0.012808433532295885,0.18906491746939505
ACSMobility,temporal,full,mcar,train_and_prediction,protected_group_mixing,0.13083046516204044,0.014030295746540753,0.20992077454426117
ACSMobility,temporal,mcar_10_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.11169963757798132,0.0144531682923304,0.17941682971794315
ACSMobility,temporal,mcar_20_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.1048852037248401,0.014669422802957747,0.17189678961808716
ACSMobility,temporal,mcar_40_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.13026360506736895,0.012818245736281026,0.19670727545619957
ACSMobility,temporal,mcar_50_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.12180970505077719,0.015341663810996647,0.1888433734061247
ACSMobility,temporal,mcar_60_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.13515469022696414,0.01265267693348784,0.21182308045418108
ACSMobility,temporal,mcar_80_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.13630521462966844,0.01401702417164552,0.20409454263034085
ACSMobility,temporal,mnar_10_train_prediction,mnar,train_and_prediction,protected_group_mixing,0.11940174425495767,0.01089545999991468,0.1983645396043826
ACSMobility,temporal,mnar_20_train_prediction,mnar,train_and_prediction,protected_group_mixing,0.12144879758989992,0.010324070394612753,0.18640743034884436
ACSMobility,temporal,mnar_50_train_prediction,mnar,train_and_prediction,protected_group_mixing,0.13358753420015962,0.0122927224460507,0.2080614143354487
ACSMobility,temporal,none_observed,mcar,train_and_prediction,protected_group_mixing,0.10795383728819233,0.009835884748663834,0.1809576805977007
ACSMobility,temporal,full,mcar,train_and_prediction,reweighing,0.10837393641278091,0.009151564576281902,0.17791297883571913
ACSMobility,temporal,mcar_10_train_prediction,mcar,train_and_prediction,reweighing,0.10398758302741928,0.009054980153798532,0.17483976666486947
ACSMobility,temporal,mcar_20_train_prediction,mcar,train_and_prediction,reweighing,0.10602796939884866,0.008840641055551834,0.171091060016706
ACSMobility,temporal,mcar_40_train_prediction,mcar,train_and_prediction,reweighing,0.11984332499641168,0.009778895387437007,0.1976784890647744
ACSMobility,temporal,mcar_50_train_prediction,mcar,train_and_prediction,reweighing,0.1177452517672066,0.009629057566714474,0.19376800656137277
ACSMobility,temporal,mcar_60_train_prediction,mcar,train_and_prediction,reweighing,0.12071383454752303,0.010398186597498839,0.19861177948952732
ACSMobility,temporal,mcar_80_train_prediction,mcar,train_and_prediction,reweighing,0.09969514284269484,0.009044893154460226,0.17283105723067127
ACSMobility,temporal,mnar_10_train_prediction,mnar,train_and_prediction,reweighing,0.10531566230503854,0.008701262204844027,0.17256109888824972
ACSMobility,temporal,mnar_20_train_prediction,mnar,train_and_prediction,reweighing,0.10870157474873325,0.009204179841870988,0.1739059710211021
ACSMobility,temporal,mnar_50_train_prediction,mnar,train_and_prediction,reweighing,0.12012568071230977,0.008945647200557773,0.18158635421480962
ACSMobility,temporal,none_observed,mcar,train_and_prediction,reweighing,0.10795383728819233,0.009835884748663834,0.1809576805977007
ACSMobility,temporal,full,mcar,train_and_prediction,threshold_optimizer_eo,0.27719309996662467,0.02127307252906564,0.47650341312647626
ACSMobility,temporal,mcar_10_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.20949112771354036,0.016352033831548454,0.3106634245427339
ACSMobility,temporal,mcar_20_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.13887389711563697,0.010817694502215867,0.24736726672518838
ACSMobility,temporal,mcar_40_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.2150010127085892,0.013972358789295565,0.32960379454927846
ACSMobility,temporal,mcar_50_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.22459336422102064,0.013263771587681312,0.41160057907890185
ACSMobility,temporal,mcar_60_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.21194970527157062,0.011834341195969201,0.3760146160275014
ACSMobility,temporal,mcar_80_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.22367711096748033,0.015848628111782174,0.44020244507728373
ACSMobility,temporal,mnar_10_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.23607578523616296,0.010850285045415726,0.3434637501659116
ACSMobility,temporal,mnar_20_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.20861900256275237,0.012896194382964148,0.282046806982942
ACSMobility,temporal,mnar_50_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.19063658981790282,0.012545098398816052,0.2961804840347368
ACSMobility,temporal,none_observed,mcar,train_and_prediction,threshold_optimizer_eo,0.3232871105256111,0.016277923933994933,0.4155837137385017
ACSPublicCoverage,geographic,full,mcar,train_and_prediction,erm,0.3612175080869603,0.05293401169422707,0.419643647698446
ACSPublicCoverage,geographic,mcar_10_train_prediction,mcar,train_and_prediction,erm,0.3612175080869603,0.05293401169422707,0.419643647698446
ACSPublicCoverage,geographic,mcar_20_train_prediction,mcar,train_and_prediction,erm,0.3612175080869603,0.05293401169422707,0.419643647698446
ACSPublicCoverage,geographic,mcar_40_train_prediction,mcar,train_and_prediction,erm,0.3612175080869603,0.05293401169422707,0.419643647698446
ACSPublicCoverage,geographic,mcar_50_train_prediction,mcar,train_and_prediction,erm,0.3612175080869603,0.05293401169422707,0.419643647698446
ACSPublicCoverage,geographic,mcar_60_train_prediction,mcar,train_and_prediction,erm,0.3612175080869603,0.05293401169422707,0.419643647698446
ACSPublicCoverage,geographic,mcar_80_train_prediction,mcar,train_and_prediction,erm,0.3612175080869603,0.05293401169422707,0.419643647698446
ACSPublicCoverage,geographic,mnar_10_train_prediction,mnar,train_and_prediction,erm,0.3612175080869603,0.05293401169422707,0.419643647698446
ACSPublicCoverage,geographic,mnar_20_train_prediction,mnar,train_and_prediction,erm,0.3612175080869603,0.05293401169422707,0.419643647698446
ACSPublicCoverage,geographic,mnar_50_train_prediction,mnar,train_and_prediction,erm,0.3612175080869603,0.05293401169422707,0.419643647698446
ACSPublicCoverage,geographic,none_observed,mcar,train_and_prediction,erm,0.3612175080869603,0.05293401169422707,0.419643647698446
ACSPublicCoverage,geographic,full,mcar,train_and_prediction,feature_mixing,0.35800923035913806,0.05438014097582661,0.4198557627566039
ACSPublicCoverage,geographic,mcar_10_train_prediction,mcar,train_and_prediction,feature_mixing,0.35800923035913806,0.05438014097582661,0.4198557627566039
ACSPublicCoverage,geographic,mcar_20_train_prediction,mcar,train_and_prediction,feature_mixing,0.35800923035913806,0.05438014097582661,0.4198557627566039
ACSPublicCoverage,geographic,mcar_40_train_prediction,mcar,train_and_prediction,feature_mixing,0.35800923035913806,0.05438014097582661,0.4198557627566039
ACSPublicCoverage,geographic,mcar_50_train_prediction,mcar,train_and_prediction,feature_mixing,0.35800923035913806,0.05438014097582661,0.4198557627566039
ACSPublicCoverage,geographic,mcar_60_train_prediction,mcar,train_and_prediction,feature_mixing,0.35800923035913806,0.05438014097582661,0.4198557627566039
ACSPublicCoverage,geographic,mcar_80_train_prediction,mcar,train_and_prediction,feature_mixing,0.35800923035913806,0.05438014097582661,0.4198557627566039
ACSPublicCoverage,geographic,mnar_10_train_prediction,mnar,train_and_prediction,feature_mixing,0.35800923035913806,0.05438014097582661,0.4198557627566039
ACSPublicCoverage,geographic,mnar_20_train_prediction,mnar,train_and_prediction,feature_mixing,0.35800923035913806,0.05438014097582661,0.4198557627566039
ACSPublicCoverage,geographic,mnar_50_train_prediction,mnar,train_and_prediction,feature_mixing,0.35800923035913806,0.05438014097582661,0.4198557627566039
ACSPublicCoverage,geographic,none_observed,mcar,train_and_prediction,feature_mixing,0.35800923035913806,0.05438014097582661,0.4198557627566039
ACSPublicCoverage,geographic,full,mcar,train_and_prediction,protected_group_mixing,0.3440832126854673,0.05563447897316271,0.4076539064629482
ACSPublicCoverage,geographic,mcar_10_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.3447840953157622,0.058583963446078274,0.41091892618026066
ACSPublicCoverage,geographic,mcar_20_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.34397370834657354,0.05678925918892125,0.4078902364027552
ACSPublicCoverage,geographic,mcar_40_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.3451632127869796,0.05672806784208378,0.4084694560581662
ACSPublicCoverage,geographic,mcar_50_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.34542895529793566,0.05569297614919082,0.4074617369274953
ACSPublicCoverage,geographic,mcar_60_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.3464415595308967,0.05561189440746182,0.4094858302867566
ACSPublicCoverage,geographic,mcar_80_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.3473281820794051,0.05565860361776174,0.406084589365943
ACSPublicCoverage,geographic,mnar_10_train_prediction,mnar,train_and_prediction,protected_group_mixing,0.33851967390097487,0.05750789278125998,0.4094034430869526
ACSPublicCoverage,geographic,mnar_20_train_prediction,mnar,train_and_prediction,protected_group_mixing,0.3473511710692528,0.05690381991877064,0.4147600978812218
ACSPublicCoverage,geographic,mnar_50_train_prediction,mnar,train_and_prediction,protected_group_mixing,0.3435992321982648,0.056652565568010786,0.4121631200064661
ACSPublicCoverage,geographic,none_observed,mcar,train_and_prediction,protected_group_mixing,0.3612175080869603,0.05293401169422707,0.419643647698446
ACSPublicCoverage,geographic,full,mcar,train_and_prediction,reweighing,0.3452380051610107,0.04165613851198199,0.40327273376211675
ACSPublicCoverage,geographic,mcar_10_train_prediction,mcar,train_and_prediction,reweighing,0.3563586530047246,0.051340101653426666,0.41595269681691793
ACSPublicCoverage,geographic,mcar_20_train_prediction,mcar,train_and_prediction,reweighing,0.3568035926992742,0.050278320142849615,0.41492137646825217
ACSPublicCoverage,geographic,mcar_40_train_prediction,mcar,train_and_prediction,reweighing,0.35301814181611874,0.048115395844987405,0.4110335266840133
ACSPublicCoverage,geographic,mcar_50_train_prediction,mcar,train_and_prediction,reweighing,0.3504929915232306,0.047274629137167595,0.412639602208406
ACSPublicCoverage,geographic,mcar_60_train_prediction,mcar,train_and_prediction,reweighing,0.3498045880674076,0.045622754262113284,0.41157935558928677
ACSPublicCoverage,geographic,mcar_80_train_prediction,mcar,train_and_prediction,reweighing,0.3468891237040331,0.044247062014638815,0.40571042238271293
ACSPublicCoverage,geographic,mnar_10_train_prediction,mnar,train_and_prediction,reweighing,0.3620758038854869,0.05093026307494994,0.42119400464359347
ACSPublicCoverage,geographic,mnar_20_train_prediction,mnar,train_and_prediction,reweighing,0.36013718982859505,0.04982639595279988,0.4197176675610606
ACSPublicCoverage,geographic,mnar_50_train_prediction,mnar,train_and_prediction,reweighing,0.3526921346093483,0.046368765913441225,0.4141137915370189
ACSPublicCoverage,geographic,none_observed,mcar,train_and_prediction,reweighing,0.3612175080869603,0.05293401169422707,0.419643647698446
ACSPublicCoverage,geographic,full,mcar,train_and_prediction,threshold_optimizer_eo,0.1992128403160543,0.02031020147388685,0.28277307495481857
ACSPublicCoverage,geographic,mcar_10_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.16264574928650377,0.024576714057338335,0.2025595836930936
ACSPublicCoverage,geographic,mcar_20_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.17440377321038034,0.023956635625661336,0.21566312356840797
ACSPublicCoverage,geographic,mcar_40_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.20474244845238,0.024250504683226613,0.25696517133803265
ACSPublicCoverage,geographic,mcar_50_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.2092681121933282,0.02333657367861998,0.2772916035004193
ACSPublicCoverage,geographic,mcar_60_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.20336919292998823,0.020557691055298075,0.284328917305736
ACSPublicCoverage,geographic,mcar_80_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.2001496139598671,0.01842833855116869,0.28144613543023556
ACSPublicCoverage,geographic,mnar_10_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.212903086895474,0.03250517951838107,0.26731859880105585
ACSPublicCoverage,geographic,mnar_20_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.17592758989438156,0.02300962364016793,0.23051181063296838
ACSPublicCoverage,geographic,mnar_50_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.19256082032628674,0.018651031825186817,0.24771078397803842
ACSPublicCoverage,geographic,none_observed,mcar,train_and_prediction,threshold_optimizer_eo,0.3917691937451338,0.0727417654855963,0.4566716013714326
ACSPublicCoverage,temporal,full,mcar,train_and_prediction,erm,0.310413547212847,0.05305018028837614,0.4242558827798319
ACSPublicCoverage,temporal,mcar_10_train_prediction,mcar,train_and_prediction,erm,0.310413547212847,0.05305018028837614,0.4242558827798319
ACSPublicCoverage,temporal,mcar_20_train_prediction,mcar,train_and_prediction,erm,0.310413547212847,0.05305018028837614,0.4242558827798319
ACSPublicCoverage,temporal,mcar_40_train_prediction,mcar,train_and_prediction,erm,0.310413547212847,0.05305018028837614,0.4242558827798319
ACSPublicCoverage,temporal,mcar_50_train_prediction,mcar,train_and_prediction,erm,0.310413547212847,0.05305018028837614,0.4242558827798319
ACSPublicCoverage,temporal,mcar_60_train_prediction,mcar,train_and_prediction,erm,0.310413547212847,0.05305018028837614,0.4242558827798319
ACSPublicCoverage,temporal,mcar_80_train_prediction,mcar,train_and_prediction,erm,0.310413547212847,0.05305018028837614,0.4242558827798319
ACSPublicCoverage,temporal,mnar_10_train_prediction,mnar,train_and_prediction,erm,0.310413547212847,0.05305018028837614,0.4242558827798319
ACSPublicCoverage,temporal,mnar_20_train_prediction,mnar,train_and_prediction,erm,0.310413547212847,0.05305018028837614,0.4242558827798319
ACSPublicCoverage,temporal,mnar_50_train_prediction,mnar,train_and_prediction,erm,0.310413547212847,0.05305018028837614,0.4242558827798319
ACSPublicCoverage,temporal,none_observed,mcar,train_and_prediction,erm,0.310413547212847,0.05305018028837614,0.4242558827798319
ACSPublicCoverage,temporal,full,mcar,train_and_prediction,feature_mixing,0.32375619661302835,0.05258878225914469,0.43389332266757424
ACSPublicCoverage,temporal,mcar_10_train_prediction,mcar,train_and_prediction,feature_mixing,0.32375619661302835,0.05258878225914469,0.43389332266757424
ACSPublicCoverage,temporal,mcar_20_train_prediction,mcar,train_and_prediction,feature_mixing,0.32375619661302835,0.05258878225914469,0.43389332266757424
ACSPublicCoverage,temporal,mcar_40_train_prediction,mcar,train_and_prediction,feature_mixing,0.32375619661302835,0.05258878225914469,0.43389332266757424
ACSPublicCoverage,temporal,mcar_50_train_prediction,mcar,train_and_prediction,feature_mixing,0.32375619661302835,0.05258878225914469,0.43389332266757424
ACSPublicCoverage,temporal,mcar_60_train_prediction,mcar,train_and_prediction,feature_mixing,0.32375619661302835,0.05258878225914469,0.43389332266757424
