method,missingness_name,missingness_mechanism,missingness_scope,availability_bucket,metric,n_runs,delta_missing_vs_oracle,delta_missing_vs_erm,delta_missing_vs_feature_mixing
reweighing,mnar_20_train_prediction,mnar,train_and_prediction,0.2,roc_auc,560,0.0010033627683086912,-4.9922033999370045e-05,-0.0008538430664681064
reweighing,mcar_40_train_prediction,mcar,train_and_prediction,0.4,roc_auc,560,0.0007582641905794694,-0.00029502061172858885,-0.0010989416441973296
reweighing,mcar_50_train_prediction,mcar,train_and_prediction,0.5,roc_auc,560,0.0007083952482091146,-0.0003448895540989399,-0.0011488105865676821
reweighing,mnar_50_train_prediction,mnar,train_and_prediction,0.5,roc_auc,560,0.0007960083328984412,-0.000257276469409615,-0.0010611975018783562
reweighing,mcar_60_train_prediction,mcar,train_and_prediction,0.6,roc_auc,560,0.0006333041497222017,-0.0004199806525858527,-0.001223901685054597
reweighing,mcar_80_train_prediction,mcar,train_and_prediction,0.8,roc_auc,560,0.00031937545790138385,-0.0007339093444066715,-0.0015378303768754154
reweighing,none_observed,mcar,train_and_prediction,0.0,sex_demographic_parity_diff,560,0.010975842040210057,0.0,-0.0029100604719235748
reweighing,mcar_10_train_prediction,mcar,train_and_prediction,0.1,sex_demographic_parity_diff,560,0.009745808969857193,-0.0012300330703528528,-0.004140093542276432
reweighing,mnar_10_train_prediction,mnar,train_and_prediction,0.1,sex_demographic_parity_diff,560,0.009747533665523148,-0.001228308374686896,-0.004138368846610473
reweighing,mcar_20_train_prediction,mcar,train_and_prediction,0.2,sex_demographic_parity_diff,560,0.008708923178552977,-0.002266918861657061,-0.005176979333580644
reweighing,mnar_20_train_prediction,mnar,train_and_prediction,0.2,sex_demographic_parity_diff,560,0.009089705954916486,-0.0018861360852935514,-0.004796196557217138
reweighing,mcar_40_train_prediction,mcar,train_and_prediction,0.4,sex_demographic_parity_diff,560,0.006383296669614112,-0.004592545370595928,-0.00750260584251951
reweighing,mcar_50_train_prediction,mcar,train_and_prediction,0.5,sex_demographic_parity_diff,560,0.005543132393477742,-0.005432709646732295,-0.00834277011865588
reweighing,mnar_50_train_prediction,mnar,train_and_prediction,0.5,sex_demographic_parity_diff,560,0.006165250742215303,-0.004810591297994731,-0.0077206517699183125
reweighing,mcar_60_train_prediction,mcar,train_and_prediction,0.6,sex_demographic_parity_diff,560,0.004313654804630224,-0.006662187235579809,-0.009572247707503395
reweighing,mcar_80_train_prediction,mcar,train_and_prediction,0.8,sex_demographic_parity_diff,560,0.0020766917869139206,-0.00889915025329612,-0.011809210725219704
reweighing,none_observed,mcar,train_and_prediction,0.0,sex_equalized_odds_diff,560,-0.00635201226121469,0.0,-0.0025165761183468353
reweighing,mcar_10_train_prediction,mcar,train_and_prediction,0.1,sex_equalized_odds_diff,560,-0.005986661066493769,0.0003653511947209149,-0.002151224923625916
reweighing,mnar_10_train_prediction,mnar,train_and_prediction,0.1,sex_equalized_odds_diff,560,-0.006435708456330646,-8.369619511595519e-05,-0.0026002723134627903
reweighing,mcar_20_train_prediction,mcar,train_and_prediction,0.2,sex_equalized_odds_diff,560,-0.005852742746090781,0.0004992695151239076,-0.002017306603222927
reweighing,mnar_20_train_prediction,mnar,train_and_prediction,0.2,sex_equalized_odds_diff,560,-0.006140530324427642,0.00021148193678704764,-0.0023050941815597856
reweighing,mcar_40_train_prediction,mcar,train_and_prediction,0.4,sex_equalized_odds_diff,560,-0.004676687014321823,0.0016753252468928637,-0.0008412508714539689
reweighing,mcar_50_train_prediction,mcar,train_and_prediction,0.5,sex_equalized_odds_diff,560,-0.003985443633650074,0.002366568627564612,-0.00015000749078222006
reweighing,mnar_50_train_prediction,mnar,train_and_prediction,0.5,sex_equalized_odds_diff,560,-0.005080491021526787,0.0012715212396879026,-0.0012450548786589336
reweighing,mcar_60_train_prediction,mcar,train_and_prediction,0.6,sex_equalized_odds_diff,560,-0.003444780892305028,0.0029072313689096603,0.00039065525056282614
reweighing,mcar_80_train_prediction,mcar,train_and_prediction,0.8,sex_equalized_odds_diff,560,-0.001394412086293871,0.004957600174920814,0.0024410240565739846
reweighing,none_observed,mcar,train_and_prediction,0.0,sex_worst_group_accuracy,560,0.0014036145428439628,0.0,0.00023083699494166649
reweighing,mcar_10_train_prediction,mcar,train_and_prediction,0.1,sex_worst_group_accuracy,560,0.0013856542308124569,-1.796031203151035e-05,0.00021287668291016158
reweighing,mnar_10_train_prediction,mnar,train_and_prediction,0.1,sex_worst_group_accuracy,560,0.0014888472593019234,8.523271645795991e-05,0.0003160697113996308
reweighing,mcar_20_train_prediction,mcar,train_and_prediction,0.2,sex_worst_group_accuracy,560,0.001169920843568728,-0.000233693699275233,-2.8567043335671593e-06
reweighing,mnar_20_train_prediction,mnar,train_and_prediction,0.2,sex_worst_group_accuracy,560,0.0014187948828269612,1.5180339982999109e-05,0.0002460173349246693
reweighing,mcar_40_train_prediction,mcar,train_and_prediction,0.4,sex_worst_group_accuracy,560,0.0010197412400858674,-0.0003838733027580912,-0.00015303630781642258
reweighing,mcar_50_train_prediction,mcar,train_and_prediction,0.5,sex_worst_group_accuracy,560,0.000899884385951423,-0.0005037301568925336,-0.00027289316195086436
reweighing,mnar_50_train_prediction,mnar,train_and_prediction,0.5,sex_worst_group_accuracy,560,0.001131170692048147,-0.00027244385079581453,-4.160685585414431e-05
reweighing,mcar_60_train_prediction,mcar,train_and_prediction,0.6,sex_worst_group_accuracy,560,0.0008264876932420866,-0.0005771268496018695,-0.00034628985466020177
reweighing,mcar_80_train_prediction,mcar,train_and_prediction,0.8,sex_worst_group_accuracy,560,0.00037894788219946087,-0.0010246666606445014,-0.0007938296657028333
threshold_optimizer_eo,none_observed,mcar,train_and_prediction,0.0,accuracy,560,0.09009079442096918,-0.04477674886500517,-0.04413292493374829
threshold_optimizer_eo,mcar_10_train_prediction,mcar,train_and_prediction,0.1,accuracy,560,-0.010137893814575407,-0.14500543710054978,-0.1443616131692929
threshold_optimizer_eo,mnar_10_train_prediction,mnar,train_and_prediction,0.1,accuracy,560,-0.00850150100618539,-0.14336904429215977,-0.14272522036090288
threshold_optimizer_eo,mcar_20_train_prediction,mcar,train_and_prediction,0.2,accuracy,560,-0.015526388646669293,-0.1503939319326437,-0.1497501080013868
threshold_optimizer_eo,mnar_20_train_prediction,mnar,train_and_prediction,0.2,accuracy,560,-0.018623786810208064,-0.15349133009618243,-0.15284750616492557
threshold_optimizer_eo,mcar_40_train_prediction,mcar,train_and_prediction,0.4,accuracy,560,-0.011042557169917318,-0.1459101004558917,-0.1452662765246348
threshold_optimizer_eo,mcar_50_train_prediction,mcar,train_and_prediction,0.5,accuracy,560,-0.010911835423535177,-0.14577937870950958,-0.14513555477825268
threshold_optimizer_eo,mnar_50_train_prediction,mnar,train_and_prediction,0.5,accuracy,560,-0.018279826513177045,-0.15314736979915144,-0.15250354586789455
threshold_optimizer_eo,mcar_60_train_prediction,mcar,train_and_prediction,0.6,accuracy,560,-0.005383130550666207,-0.14025067383664058,-0.13960684990538372
threshold_optimizer_eo,mcar_80_train_prediction,mcar,train_and_prediction,0.8,accuracy,560,-0.006649002927593182,-0.14151654621356755,-0.14087272228231068
threshold_optimizer_eo,none_observed,mcar,train_and_prediction,0.0,balanced_accuracy,560,0.08044590629917087,0.04093839870830016,0.03688456705949722
threshold_optimizer_eo,mcar_10_train_prediction,mcar,train_and_prediction,0.1,balanced_accuracy,560,-0.021955350726173266,-0.06146285831704397,-0.06551668996584692
threshold_optimizer_eo,mnar_10_train_prediction,mnar,train_and_prediction,0.1,balanced_accuracy,560,-0.013872158172856853,-0.05337966576372754,-0.057433497412530496
threshold_optimizer_eo,mcar_20_train_prediction,mcar,train_and_prediction,0.2,balanced_accuracy,560,-0.025233778474004646,-0.06474128606487535,-0.0687951177136783
threshold_optimizer_eo,mnar_20_train_prediction,mnar,train_and_prediction,0.2,balanced_accuracy,560,-0.022950543879763887,-0.06245805147063458,-0.06651188311943754
threshold_optimizer_eo,mcar_40_train_prediction,mcar,train_and_prediction,0.4,balanced_accuracy,560,-0.014221146401905858,-0.053728653992776564,-0.057782485641579506
threshold_optimizer_eo,mcar_50_train_prediction,mcar,train_and_prediction,0.5,balanced_accuracy,560,-0.008120196799759864,-0.047627704390630556,-0.051681536039433505
threshold_optimizer_eo,mnar_50_train_prediction,mnar,train_and_prediction,0.5,balanced_accuracy,560,-0.021361188924999934,-0.06086869651587064,-0.06492252816467357
threshold_optimizer_eo,mcar_60_train_prediction,mcar,train_and_prediction,0.6,balanced_accuracy,560,-0.007295866166844101,-0.046803373757714796,-0.05085720540651775
threshold_optimizer_eo,mcar_80_train_prediction,mcar,train_and_prediction,0.8,balanced_accuracy,560,-0.0031732775299551244,-0.04268078512082582,-0.04673461676962877
threshold_optimizer_eo,none_observed,mcar,train_and_prediction,0.0,brier,560,-0.09009079442096919,0.10993224545520097,0.11060425301301162
threshold_optimizer_eo,mcar_10_train_prediction,mcar,train_and_prediction,0.1,brier,560,0.010137893814575407,0.21016093369074562,0.21083294124855623
threshold_optimizer_eo,mnar_10_train_prediction,mnar,train_and_prediction,0.1,brier,560,0.008501501006185392,0.2085245408823556,0.20919654844016622
threshold_optimizer_eo,mcar_20_train_prediction,mcar,train_and_prediction,0.2,brier,560,0.015526388646669293,0.2155494285228395,0.21622143608065014
threshold_optimizer_eo,mnar_20_train_prediction,mnar,train_and_prediction,0.2,brier,560,0.01862378681020807,0.21864682668637828,0.2193188342441889
threshold_optimizer_eo,mcar_40_train_prediction,mcar,train_and_prediction,0.4,brier,560,0.011042557169917316,0.21106559704608754,0.21173760460389815
threshold_optimizer_eo,mcar_50_train_prediction,mcar,train_and_prediction,0.5,brier,560,0.010911835423535179,0.2109348752997054,0.21160688285751603
threshold_optimizer_eo,mnar_50_train_prediction,mnar,train_and_prediction,0.5,brier,560,0.018279826513177045,0.21830286638934723,0.2189748739471579
threshold_optimizer_eo,mcar_60_train_prediction,mcar,train_and_prediction,0.6,brier,560,0.00538313055066621,0.2054061704268364,0.20607817798464706
threshold_optimizer_eo,mcar_80_train_prediction,mcar,train_and_prediction,0.8,brier,560,0.006649002927593187,0.2066720428037634,0.20734405036157402
threshold_optimizer_eo,none_observed,mcar,train_and_prediction,0.0,rac1p_demographic_parity_diff,560,0.14432636009208255,0.08726594187305847,0.0800915487240771
threshold_optimizer_eo,mcar_10_train_prediction,mcar,train_and_prediction,0.1,rac1p_demographic_parity_diff,560,0.01080666975379782,-0.046253748465226244,-0.053428141614207614
threshold_optimizer_eo,mnar_10_train_prediction,mnar,train_and_prediction,0.1,rac1p_demographic_parity_diff,560,0.030829037599647186,-0.02623138061937688,-0.03340577376835825
threshold_optimizer_eo,mcar_20_train_prediction,mcar,train_and_prediction,0.2,rac1p_demographic_parity_diff,560,0.004548165529374704,-0.05251225268964936,-0.05968664583863074
threshold_optimizer_eo,mnar_20_train_prediction,mnar,train_and_prediction,0.2,rac1p_demographic_parity_diff,560,0.009589363954715466,-0.04747105426430861,-0.05464544741328998
threshold_optimizer_eo,mcar_40_train_prediction,mcar,train_and_prediction,0.4,rac1p_demographic_parity_diff,560,0.009416362991549406,-0.047644055227474655,-0.05481844837645603
threshold_optimizer_eo,mcar_50_train_prediction,mcar,train_and_prediction,0.5,rac1p_demographic_parity_diff,560,0.008781895116970811,-0.04827852310205325,-0.05545291625103463
threshold_optimizer_eo,mnar_50_train_prediction,mnar,train_and_prediction,0.5,rac1p_demographic_parity_diff,560,0.007506103332496745,-0.04955431488652732,-0.056728708035508696
threshold_optimizer_eo,mcar_60_train_prediction,mcar,train_and_prediction,0.6,rac1p_demographic_parity_diff,560,0.006749390561738644,-0.05031102765728542,-0.0574854208062668
threshold_optimizer_eo,mcar_80_train_prediction,mcar,train_and_prediction,0.8,rac1p_demographic_parity_diff,560,0.003188814316786205,-0.053871603902237865,-0.06104599705121924
threshold_optimizer_eo,none_observed,mcar,train_and_prediction,0.0,rac1p_equalized_odds_diff,560,0.10603637289776283,0.04197923180389104,0.03551873482408731
threshold_optimizer_eo,mcar_10_train_prediction,mcar,train_and_prediction,0.1,rac1p_equalized_odds_diff,560,-0.02000106579316452,-0.0840582068870363,-0.09051870386684002
threshold_optimizer_eo,mnar_10_train_prediction,mnar,train_and_prediction,0.1,rac1p_equalized_odds_diff,560,0.005979978418740511,-0.058077162675131265,-0.06453765965493499
threshold_optimizer_eo,mcar_20_train_prediction,mcar,train_and_prediction,0.2,rac1p_equalized_odds_diff,560,-0.023612946498988426,-0.0876700875928602,-0.09413058457266393
threshold_optimizer_eo,mnar_20_train_prediction,mnar,train_and_prediction,0.2,rac1p_equalized_odds_diff,560,-0.017381277688461705,-0.08143841878233349,-0.08789891576213721
threshold_optimizer_eo,mcar_40_train_prediction,mcar,train_and_prediction,0.4,rac1p_equalized_odds_diff,560,-0.0067485559297617344,-0.07080569702363353,-0.07726619400343725
threshold_optimizer_eo,mcar_50_train_prediction,mcar,train_and_prediction,0.5,rac1p_equalized_odds_diff,560,-0.006294547273618927,-0.0703516883674907,-0.07681218534729443
threshold_optimizer_eo,mnar_50_train_prediction,mnar,train_and_prediction,0.5,rac1p_equalized_odds_diff,560,-0.018174673798488982,-0.08223181489236077,-0.08869231187216449
threshold_optimizer_eo,mcar_60_train_prediction,mcar,train_and_prediction,0.6,rac1p_equalized_odds_diff,560,-0.003888446965264274,-0.06794558805913604,-0.07440608503893979
threshold_optimizer_eo,mcar_80_train_prediction,mcar,train_and_prediction,0.8,rac1p_equalized_odds_diff,560,-0.0009146952862703248,-0.0649718363801421,-0.07143233335994584
threshold_optimizer_eo,none_observed,mcar,train_and_prediction,0.0,rac1p_worst_group_accuracy,560,0.09093072198002693,-0.038977276023354095,-0.03911986180947691
threshold_optimizer_eo,mcar_10_train_prediction,mcar,train_and_prediction,0.1,rac1p_worst_group_accuracy,560,-0.015717456005331136,-0.14562545400871216,-0.145768039794835
threshold_optimizer_eo,mnar_10_train_prediction,mnar,train_and_prediction,0.1,rac1p_worst_group_accuracy,560,-0.005609119491712693,-0.1355171174950937,-0.13565970328121654
threshold_optimizer_eo,mcar_20_train_prediction,mcar,train_and_prediction,0.2,rac1p_worst_group_accuracy,560,-0.016495814373129032,-0.14640381237651007,-0.1465463981626329
threshold_optimizer_eo,mnar_20_train_prediction,mnar,train_and_prediction,0.2,rac1p_worst_group_accuracy,560,-0.024211446281490658,-0.1541194442848717,-0.1542620300709945
threshold_optimizer_eo,mcar_40_train_prediction,mcar,train_and_prediction,0.4,rac1p_worst_group_accuracy,560,-0.007088687234169517,-0.13699668523755057,-0.13713927102367335
threshold_optimizer_eo,mcar_50_train_prediction,mcar,train_and_prediction,0.5,rac1p_worst_group_accuracy,560,-0.006348191711806597,-0.13625618971518763,-0.13639877550131044
threshold_optimizer_eo,mnar_50_train_prediction,mnar,train_and_prediction,0.5,rac1p_worst_group_accuracy,560,-0.01871856443439429,-0.14862656243777533,-0.14876914822389814
threshold_optimizer_eo,mcar_60_train_prediction,mcar,train_and_prediction,0.6,rac1p_worst_group_accuracy,560,-0.0043019036795194044,-0.13420990168290042,-0.13435248746902326
threshold_optimizer_eo,mcar_80_train_prediction,mcar,train_and_prediction,0.8,rac1p_worst_group_accuracy,560,-0.007992950874809574,-0.1379009488781906,-0.13804353466431343
threshold_optimizer_eo,none_observed,mcar,train_and_prediction,0.0,rac1p_x_sex_demographic_parity_diff,560,0.1509759318182613,0.10491131726467494,0.09403465523333894
threshold_optimizer_eo,mcar_10_train_prediction,mcar,train_and_prediction,0.1,rac1p_x_sex_demographic_parity_diff,560,-0.003952771864315031,-0.05001738641790136,-0.060894048449237355
threshold_optimizer_eo,mnar_10_train_prediction,mnar,train_and_prediction,0.1,rac1p_x_sex_demographic_parity_diff,560,0.017098070595702192,-0.02896654395788414,-0.03984320598922013
threshold_optimizer_eo,mcar_20_train_prediction,mcar,train_and_prediction,0.2,rac1p_x_sex_demographic_parity_diff,560,-0.013625755992062736,-0.059690370545649074,-0.07056703257698506
threshold_optimizer_eo,mnar_20_train_prediction,mnar,train_and_prediction,0.2,rac1p_x_sex_demographic_parity_diff,560,-0.0020387063851046955,-0.04810332093869103,-0.05897998297002702
threshold_optimizer_eo,mcar_40_train_prediction,mcar,train_and_prediction,0.4,rac1p_x_sex_demographic_parity_diff,560,0.0006358788246989199,-0.04542873572888742,-0.056305397760223405
threshold_optimizer_eo,mcar_50_train_prediction,mcar,train_and_prediction,0.5,rac1p_x_sex_demographic_parity_diff,560,0.0010563250668324908,-0.045008289486753845,-0.05588495151808983
threshold_optimizer_eo,mnar_50_train_prediction,mnar,train_and_prediction,0.5,rac1p_x_sex_demographic_parity_diff,560,-0.006158472062385211,-0.05222308661597154,-0.06309974864730754
threshold_optimizer_eo,mcar_60_train_prediction,mcar,train_and_prediction,0.6,rac1p_x_sex_demographic_parity_diff,560,0.0025188902991172394,-0.04354572425446909,-0.054422386285805084
threshold_optimizer_eo,mcar_80_train_prediction,mcar,train_and_prediction,0.8,rac1p_x_sex_demographic_parity_diff,560,0.003690435151865385,-0.042374179401720946,-0.05325084143305694
threshold_optimizer_eo,none_observed,mcar,train_and_prediction,0.0,rac1p_x_sex_equalized_odds_diff,560,0.10276649698988995,0.05081235801685133,0.044023781217586974
threshold_optimizer_eo,mcar_10_train_prediction,mcar,train_and_prediction,0.1,rac1p_x_sex_equalized_odds_diff,560,-0.043822651256500124,-0.09577679022953874,-0.10256536702880309
threshold_optimizer_eo,mnar_10_train_prediction,mnar,train_and_prediction,0.1,rac1p_x_sex_equalized_odds_diff,560,-0.016347715081726614,-0.06830185405476523,-0.07509043085402958
threshold_optimizer_eo,mcar_20_train_prediction,mcar,train_and_prediction,0.2,rac1p_x_sex_equalized_odds_diff,560,-0.05286613818547452,-0.10482027715851314,-0.11160885395777749
threshold_optimizer_eo,mnar_20_train_prediction,mnar,train_and_prediction,0.2,rac1p_x_sex_equalized_odds_diff,560,-0.04128378271631272,-0.09323792168935133,-0.10002649848861568
threshold_optimizer_eo,mcar_40_train_prediction,mcar,train_and_prediction,0.4,rac1p_x_sex_equalized_odds_diff,560,-0.0208410976798561,-0.07279523665289471,-0.07958381345215906
threshold_optimizer_eo,mcar_50_train_prediction,mcar,train_and_prediction,0.5,rac1p_x_sex_equalized_odds_diff,560,-0.014753672187197761,-0.06670781116023637,-0.07349638795950074
threshold_optimizer_eo,mnar_50_train_prediction,mnar,train_and_prediction,0.5,rac1p_x_sex_equalized_odds_diff,560,-0.04027371208370971,-0.09222785105674833,-0.09901642785601268
threshold_optimizer_eo,mcar_60_train_prediction,mcar,train_and_prediction,0.6,rac1p_x_sex_equalized_odds_diff,560,-0.011652035526024805,-0.06360617449906342,-0.07039475129832777
threshold_optimizer_eo,mcar_80_train_prediction,mcar,train_and_prediction,0.8,rac1p_x_sex_equalized_odds_diff,560,-0.0037013356466329486,-0.05565547461967157,-0.062444051418935914
threshold_optimizer_eo,none_observed,mcar,train_and_prediction,0.0,rac1p_x_sex_worst_group_accuracy,560,0.0858569613600651,-0.044191380111262134,-0.044238374869891836
threshold_optimizer_eo,mcar_10_train_prediction,mcar,train_and_prediction,0.1,rac1p_x_sex_worst_group_accuracy,560,-0.019783439671836545,-0.14983178114316378,-0.14987877590179352
threshold_optimizer_eo,mnar_10_train_prediction,mnar,train_and_prediction,0.1,rac1p_x_sex_worst_group_accuracy,560,-0.010643176769710447,-0.1406915182410377,-0.1407385129996674
threshold_optimizer_eo,mcar_20_train_prediction,mcar,train_and_prediction,0.2,rac1p_x_sex_worst_group_accuracy,560,-0.019459289140957015,-0.14950763061228425,-0.14955462537091396
threshold_optimizer_eo,mnar_20_train_prediction,mnar,train_and_prediction,0.2,rac1p_x_sex_worst_group_accuracy,560,-0.0289506856551849,-0.15899902712651212,-0.15904602188514186
threshold_optimizer_eo,mcar_40_train_prediction,mcar,train_and_prediction,0.4,rac1p_x_sex_worst_group_accuracy,560,-0.009203997834909848,-0.1392523393062371,-0.1392993340648668
threshold_optimizer_eo,mcar_50_train_prediction,mcar,train_and_prediction,0.5,rac1p_x_sex_worst_group_accuracy,560,-0.009733921400304631,-0.13978226287163187,-0.1398292576302616
threshold_optimizer_eo,mnar_50_train_prediction,mnar,train_and_prediction,0.5,rac1p_x_sex_worst_group_accuracy,560,-0.022798975160261636,-0.15284731663158888,-0.15289431139021858
threshold_optimizer_eo,mcar_60_train_prediction,mcar,train_and_prediction,0.6,rac1p_x_sex_worst_group_accuracy,560,-0.006907125075134481,-0.13695546654646173,-0.13700246130509142
threshold_optimizer_eo,mcar_80_train_prediction,mcar,train_and_prediction,0.8,rac1p_x_sex_worst_group_accuracy,560,-0.007266793224643206,-0.13731513469597045,-0.13736212945460016
threshold_optimizer_eo,none_observed,mcar,train_and_prediction,0.0,roc_auc,560,0.08044590629917085,-0.07193906504598278,-0.07274298607845152
threshold_optimizer_eo,mcar_10_train_prediction,mcar,train_and_prediction,0.1,roc_auc,560,-0.021955350726173276,-0.174340322071327,-0.17514424310379573
threshold_optimizer_eo,mnar_10_train_prediction,mnar,train_and_prediction,0.1,roc_auc,560,-0.013872158172856862,-0.16625712951801055,-0.16706105055047926
threshold_optimizer_eo,mcar_20_train_prediction,mcar,train_and_prediction,0.2,roc_auc,560,-0.025233778474004653,-0.17761874981915837,-0.17842267085162708
threshold_optimizer_eo,mnar_20_train_prediction,mnar,train_and_prediction,0.2,roc_auc,560,-0.022950543879763894,-0.17533551522491758,-0.17613943625738632
threshold_optimizer_eo,mcar_40_train_prediction,mcar,train_and_prediction,0.4,roc_auc,560,-0.014221146401905865,-0.16660611774705958,-0.1674100387795283
threshold_optimizer_eo,mcar_50_train_prediction,mcar,train_and_prediction,0.5,roc_auc,560,-0.008120196799759866,-0.16050516814491356,-0.1613090891773823
threshold_optimizer_eo,mnar_50_train_prediction,mnar,train_and_prediction,0.5,roc_auc,560,-0.021361188924999937,-0.17374616027015363,-0.17455008130262237
threshold_optimizer_eo,mcar_60_train_prediction,mcar,train_and_prediction,0.6,roc_auc,560,-0.007295866166844109,-0.1596808375119978,-0.16048475854446653
threshold_optimizer_eo,mcar_80_train_prediction,mcar,train_and_prediction,0.8,roc_auc,560,-0.003173277529955131,-0.15555824887510883,-0.15636216990757756
threshold_optimizer_eo,none_observed,mcar,train_and_prediction,0.0,sex_demographic_parity_diff,560,0.021884870637224933,0.013740327645836312,0.010830267173912727
threshold_optimizer_eo,mcar_10_train_prediction,mcar,train_and_prediction,0.1,sex_demographic_parity_diff,560,-0.0024152206020124933,-0.0105597635934011,-0.01346982406532469
threshold_optimizer_eo,mnar_10_train_prediction,mnar,train_and_prediction,0.1,sex_demographic_parity_diff,560,-0.0005764928064093173,-0.008721035797797927,-0.011631096269721511
threshold_optimizer_eo,mcar_20_train_prediction,mcar,train_and_prediction,0.2,sex_demographic_parity_diff,560,-0.004264516713414029,-0.01240905970480264,-0.015319120176726224
threshold_optimizer_eo,mnar_20_train_prediction,mnar,train_and_prediction,0.2,sex_demographic_parity_diff,560,-0.002956316594721759,-0.011100859586110368,-0.014010920058033956
threshold_optimizer_eo,mcar_40_train_prediction,mcar,train_and_prediction,0.4,sex_demographic_parity_diff,560,-0.0023927097601090528,-0.010537252751497663,-0.013447313223421251
threshold_optimizer_eo,mcar_50_train_prediction,mcar,train_and_prediction,0.5,sex_demographic_parity_diff,560,-0.0018812017159910099,-0.010025744707379613,-0.0129358051793032
threshold_optimizer_eo,mnar_50_train_prediction,mnar,train_and_prediction,0.5,sex_demographic_parity_diff,560,-0.006041865589983544,-0.014186408581372153,-0.017096469053295742
threshold_optimizer_eo,mcar_60_train_prediction,mcar,train_and_prediction,0.6,sex_demographic_parity_diff,560,-0.0021917366468492457,-0.010336279638237855,-0.013246340110161443
threshold_optimizer_eo,mcar_80_train_prediction,mcar,train_and_prediction,0.8,sex_demographic_parity_diff,560,-0.0016033107910018436,-0.009747853782390457,-0.012657914254314048
threshold_optimizer_eo,none_observed,mcar,train_and_prediction,0.0,sex_equalized_odds_diff,560,0.02755831128459108,0.007143165619310971,0.004626589500964132
threshold_optimizer_eo,mcar_10_train_prediction,mcar,train_and_prediction,0.1,sex_equalized_odds_diff,560,0.005865404674596178,-0.014549740990683926,-0.017066317109030768
threshold_optimizer_eo,mnar_10_train_prediction,mnar,train_and_prediction,0.1,sex_equalized_odds_diff,560,0.007893007096265172,-0.012522138569014933,-0.01503871468736177
threshold_optimizer_eo,mcar_20_train_prediction,mcar,train_and_prediction,0.2,sex_equalized_odds_diff,560,0.0028775069881015677,-0.017537638677178537,-0.020054214795525376
threshold_optimizer_eo,mnar_20_train_prediction,mnar,train_and_prediction,0.2,sex_equalized_odds_diff,560,0.0034845248298265197,-0.016930620835453585,-0.019447196953800427
threshold_optimizer_eo,mcar_40_train_prediction,mcar,train_and_prediction,0.4,sex_equalized_odds_diff,560,0.0028276731369202323,-0.017587472528359873,-0.020104048646706712
threshold_optimizer_eo,mcar_50_train_prediction,mcar,train_and_prediction,0.5,sex_equalized_odds_diff,560,0.0017571260892385854,-0.018658019576041518,-0.02117459569438836
threshold_optimizer_eo,mnar_50_train_prediction,mnar,train_and_prediction,0.5,sex_equalized_odds_diff,560,-0.0007380215072910912,-0.021153167172571197,-0.023669743290918036
threshold_optimizer_eo,mcar_60_train_prediction,mcar,train_and_prediction,0.6,sex_equalized_odds_diff,560,0.000653481199639549,-0.019761664465640556,-0.022278240583987398
threshold_optimizer_eo,mcar_80_train_prediction,mcar,train_and_prediction,0.8,sex_equalized_odds_diff,560,-0.0010777014724114302,-0.021492847137691538,-0.024009423256038373
threshold_optimizer_eo,none_observed,mcar,train_and_prediction,0.0,sex_worst_group_accuracy,560,0.08768493610081607,-0.04547911045582539,-0.045248273460883705
threshold_optimizer_eo,mcar_10_train_prediction,mcar,train_and_prediction,0.1,sex_worst_group_accuracy,560,-0.015918568721222354,-0.14908261527786382,-0.14885177828292215
threshold_optimizer_eo,mnar_10_train_prediction,mnar,train_and_prediction,0.1,sex_worst_group_accuracy,560,-0.014236858441717598,-0.14740090499835906,-0.1471700680034174
threshold_optimizer_eo,mcar_20_train_prediction,mcar,train_and_prediction,0.2,sex_worst_group_accuracy,560,-0.02144246991569415,-0.15460651647233561,-0.15437567947739395
threshold_optimizer_eo,mnar_20_train_prediction,mnar,train_and_prediction,0.2,sex_worst_group_accuracy,560,-0.024555663669027845,-0.15771971022566933,-0.15748887323072766
threshold_optimizer_eo,mcar_40_train_prediction,mcar,train_and_prediction,0.4,sex_worst_group_accuracy,560,-0.014982552403581189,-0.14814659896022264,-0.14791576196528097
threshold_optimizer_eo,mcar_50_train_prediction,mcar,train_and_prediction,0.5,sex_worst_group_accuracy,560,-0.013724887470002318,-0.14688893402664377,-0.1466580970317021
threshold_optimizer_eo,mnar_50_train_prediction,mnar,train_and_prediction,0.5,sex_worst_group_accuracy,560,-0.02262585743309114,-0.1557899039897326,-0.15555906699479094
threshold_optimizer_eo,mcar_60_train_prediction,mcar,train_and_prediction,0.6,sex_worst_group_accuracy,560,-0.007930355607524423,-0.14109440216416588,-0.14086356516922424
threshold_optimizer_eo,mcar_80_train_prediction,mcar,train_and_prediction,0.8,sex_worst_group_accuracy,560,-0.007598791606008496,-0.14076283816264995,-0.14053200116770828
