method,metric,n_pairs,delta_vs_erm,ci_low,ci_high,cluster_delta_vs_erm,cluster_ci_low,cluster_ci_high,n_clusters,paired_t,raw_p,holm_p
protected_group_mixing,rac1p_x_sex_worst_group_accuracy,6160,-0.0012823365010839291,-0.0017475406881065519,-0.0008438543878746292,-0.0012823365010839291,-0.0026376592842553,0.00022631977184589893,112,-5.359433534637885,8.651578245227242e-08,3.806694427899986e-06
protected_group_mixing,rac1p_x_sex_worst_group_fnr,6160,-0.003826653928940959,-0.004857095705559226,-0.0027713951308450248,-0.003826653928940959,-0.007515460188847643,-0.0003782264812936261,112,-7.0874373871650835,1.5187877013562851e-12,8.808968667866454e-11
protected_group_mixing,rac1p_x_sex_worst_group_fpr,6160,0.00046303055948751845,-0.00012959569840738564,0.0010483583780382594,0.00046303055948751845,-0.0013845674619767459,0.002345305674447265,112,1.566555125186434,0.11727008739831304,1.0
reweighing,target_availability,6160,0.0,0.0,0.0,0.0,0.0,0.0,112,0.0,1.0,1.0
reweighing,prediction_target_availability,6160,0.0,0.0,0.0,0.0,0.0,0.0,112,0.0,1.0,1.0
reweighing,accuracy,6160,-0.00021601536315971068,-0.0002566589810110934,-0.00017691349102563666,-0.00021601536315971068,-0.00034675854851143475,-8.823962696867987e-05,112,-10.822480160212834,4.71264154002263e-27,3.393101908816294e-25
reweighing,balanced_accuracy,6160,-0.0008047206494785962,-0.0008693003201271698,-0.0007372485657211053,-0.0008047206494785962,-0.0010301503906929022,-0.0005502021468003471,112,-24.711276188881616,1.251464067933709e-128,1.3766104747270798e-126
reweighing,positive_rate,6160,-0.0017828772456763824,-0.001895841156652943,-0.0016629513225937024,-0.0017828772456763824,-0.00226796195924475,-0.0012848841369309172,112,-28.958845236551355,5.500605525883506e-173,6.600726631060208e-171
reweighing,brier,6160,0.00010797508692188722,9.5864793039743e-05,0.0001197293283357374,0.00010797508692188722,6.705797636905679e-05,0.0001509000495364872,112,17.17366301517994,1.3112218321488513e-64,1.2456607405414087e-62
reweighing,roc_auc,6160,-0.00030130695402973715,-0.0003311083961033553,-0.0002719413186624483,-0.00030130695402973715,-0.00040905211516494336,-0.00019432936487537037,112,-20.58051372625171,4.48945674650931e-91,4.5343513139744025e-89
reweighing,rac1p_demographic_parity_diff,6160,-0.0026033883395044817,-0.002972452210470674,-0.0022663936478161126,-0.0026033883395044817,-0.003736300841765505,-0.0015778239640192207,112,-13.949828292945758,1.443351449787504e-43,1.2701492758130034e-41
reweighing,rac1p_demographic_parity_ratio,6160,0.002143754387929081,0.001598477722449835,0.0026925138669388242,0.002143754387929081,0.0008385421176730372,0.0034540946490385816,112,7.751846296765616,1.0526940212943671e-14,6.316164127766203e-13
reweighing,rac1p_equal_opportunity_diff,6160,-0.0038124391814011917,-0.004754447950026082,-0.0030335311428217825,-0.0038124391814011917,-0.0062478426867247396,-0.0017058025042257616,112,-8.79067485995496,1.9023715849202617e-18,1.2555652460473727e-16
reweighing,rac1p_fpr_diff,6160,-0.0018678470400846161,-0.0023867495571845664,-0.0012588590745502472,-0.0018678470400846161,-0.0033412631776278965,-0.000534006139274178,112,-6.1755261586888555,7.015069473927944e-10,3.78813751592109e-08
reweighing,rac1p_equalized_odds_diff,6160,-0.0031467226456029242,-0.00414221444673076,-0.0022068765317988424,-0.0031467226456029242,-0.0056735641996491235,-0.0008047553281838761,112,-6.467905282129784,1.0701032784248184e-10,5.992578359178983e-09
reweighing,rac1p_calibration_brier_diff,6160,-2.1465394712788973e-06,-5.975602811833424e-05,5.3914676145863514e-05,-2.1465394712788973e-06,-0.0001730000465292135,0.0001941266157411636,112,-0.07812722724920067,0.9377293871076364,1.0
reweighing,rac1p_predictive_parity_diff,6160,-0.0021080158588097433,-0.0033723019400495433,-0.0009628872946882369,-0.0021080158588097433,-0.005005175528296435,0.0007221648702598596,112,-3.5154280711982557,0.0004422045743037026,0.012823932654807375
reweighing,rac1p_worst_group_accuracy,6160,-0.00035084856410497585,-0.0006372154977373419,-6.524822786644302e-05,-0.00035084856410497585,-0.0010219655185793825,0.00037507745901521063,112,-2.5520153477324796,0.010734114069946692,0.279086965818614
reweighing,rac1p_worst_group_fnr,6160,-0.0012057921886076686,-0.0019328765688927578,-0.0005352620715076035,-0.0012057921886076686,-0.0032100738257248825,0.0005281653940235023,112,-3.383773760841662,0.000719430085242228,0.02014404238678238
reweighing,rac1p_worst_group_fpr,6160,-0.001851161610930998,-0.0021900523642395878,-0.001503943927533122,-0.001851161610930998,-0.002819046059532991,-0.000967185778571506,112,-10.88218610250616,2.4822087462588167e-27,1.8368344722315244e-25
